Title,Ratings,Original_Price,Discounted_Price,Link
"Gramas SpicesFish Masala - With Unique Blend Of Spices, Flavourful4.52 Ratings100 g",4.5,NA,₹80,https://bigbasket.in/pd/40228517/gramas-spices-fish-masala-with-unique-blend-of-spices-flavourful-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=19&t_s=Fish%2520Masala%2520-%2520With%2520Unique%2520Blend%2520Of%2520Spices%252C%2520Flavourful
"ParrotAchar Masala - Mango, 100% Natural, Delicious & Tasty Flavour55 Ratings100 g",5,NA,₹31,https://bigbasket.in/pd/40274825/parrot-achar-masala-mango-100-natural-delicious-tasty-flavour-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=20&t_s=Achar%2520Masala%2520-%2520Mango%252C%2520100%2525%2520Natural%252C%2520Delicious%2520%2526%2520Tasty%2520Flavour
bb RoyalAnanas Flower/Ananas Huvu41291 Ratings100 g,4,₹200,₹146,https://bigbasket.in/pd/40000202/bb-royal-ananas-flowerstar-anise-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=15&t_s=Ananas+Flower%252FAnanas+Huvu
Raja RamAchar Masala - Adds Flavour4.428 Ratings200 g,4.4,NA,₹110,https://bigbasket.in/pd/40275740/raja-ram-achar-masala-svadisht-without-salt-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=21&t_s=Achar%2520Masala%2520-%2520Adds%2520Flavour
"Mai RasoiPizza Seasoning - Herbs & Spice Blend, Adds Flavour3.54 Ratings50 g",3.5,₹60,₹48,https://bigbasket.in/pd/40273699/mai-rasoi-pizza-seasoning-herbs-spice-blend-adds-flavour-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=22&t_s=Pizza%2520Seasoning%2520-%2520Herbs%2520%2526%2520Spice%2520Blend%252C%2520Adds%2520Flavour
"Herbs HiItalian Seasoning - Culinary Herbs, Distinctive Flavours, Hint Of Spice11 Rating35 g",NA,NA,₹115,https://bigbasket.in/pd/40285989/herbshi-italian-seasoning-culinary-herbs-distinctive-flavours-hint-of-spice-35-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=23&t_s=Italian%2520Seasoning%2520-%2520Culinary%2520Herbs%252C%2520Distinctive%2520Flavours%252C%2520Hint%2520Of%2520Spice
"HARIMAItalian Seasoning - Mixed Herbs & Spices, Enhances Flavour, For Pasta, Salads, Pizza35 g - Bottle",NA,NA,₹130,https://bigbasket.in/pd/40275849/harima-italian-seasoning-mixed-herbs-spices-enhances-flavour-for-pasta-salads-pizza-35-g-bottle/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=24&t_s=Italian%2520Seasoning%2520-%2520Mixed%2520Herbs%2520%2526%2520Spices%252C%2520Enhances%2520Flavour%252C%2520For%2520Pasta%252C%2520Salads%252C%2520Pizza
"HARIMAPizza Seasoning - Mixed Herbs & Spices, Enhances Flavour, For Pasta, Fries, Salads40 g - Bottle",NA,NA,₹122,https://bigbasket.in/pd/40275850/harima-pizza-seasoning-mixed-herbs-spices-enhances-flavour-for-pasta-fries-salads-40-g-bottle/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=25&t_s=Pizza%2520Seasoning%2520-%2520Mixed%2520Herbs%2520%2526%2520Spices%252C%2520Enhances%2520Flavour%252C%2520For%2520Pasta%252C%2520Fries%252C%2520Salads
bb RoyalOrganic - Coriander Powder44203 Ratings2x200 g - (Multipack),4,₹120,₹84,https://bigbasket.in/pd/1205383/bb-royal-organic-coriander-powder-2x200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=26&t_s=Organic%2520-%2520Coriander%2520Powder
bb RoyalCoriander Powder42762 Ratings500 g,4,₹213,₹92,https://bigbasket.in/pd/40077189/bb-royal-corianderdhania-powder-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=27&t_s=Coriander%2520Powder
CatchRaita Masala - Enhances Flavour4.2426 Ratings100 g - Carton,4.2,₹90,₹76.5,https://bigbasket.in/pd/30006830/catch-raita-masala-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=28&t_s=Raita%2520Masala%2520-%2520Enhances%2520Flavour
"Tata SampannSambar Masala - Authentic Taste Of South India, Aromatic & Flavourful Blend432 Ratings100 g",4,NA,₹85,https://bigbasket.in/pd/40288886/tata-sampann-sambhar-masala-aromatic-flavourful-blend-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=29&t_s=Sambar%2520Masala%2520-%2520Authentic%2520Taste%2520Of%2520South%2520India%252C%2520Aromatic%2520%2526%2520Flavourful%2520Blend
CatchSambhar Masala4.11206 Ratings100 g - Carton,4.1,₹70,₹52.5,https://bigbasket.in/pd/100099595/catch-sambhar-masala-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=30&t_s=Sambhar%2520Masala
"EasternMeat Masala - Perfect Colour, No Artificial Flavours & Preservatives4.2327 Ratings100 g - Pouch",4.2,NA,₹55,https://bigbasket.in/pd/100270853/eastern-masala-meat-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=16&t_s=Meat%2520Masala%2520-%2520Perfect%2520Colour%252C%2520No%2520Artificial%2520Flavours%2520%2526%2520Preservatives
HomefillsChowmin Masala - Enhances Flavour52 Ratings50 g,5,NA,₹56,https://bigbasket.in/pd/40248874/homefills-chowmin-masala-enhances-flavour-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=31&t_s=Chowmin%2520Masala%2520-%2520Enhances%2520Flavour
"NaturesmithWasabi Powder Seasoning - Hot, Spicy & Flavourful21 Rating40 g - (Get 20 g Extra)",NA,NA,₹149,https://bigbasket.in/pd/40252346/naturesmith-wasabi-powder-seasoning-hot-spicy-flavourful-40-g-jar/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=32&t_s=Wasabi%2520Powder%2520Seasoning%2520-%2520Hot%252C%2520Spicy%2520%2526%2520Flavourful
SNAPINOregano Pizza Seasoning - Italian Herbs Blend  Adds Flavour for Snacks4.32709 Ratings3 x 10 g - Multipack,4.3,NA,₹30,https://bigbasket.in/pd/1231429/snapin-oregano-pizza-seasoning-italian-herbs-blend-adds-flavour-for-snacks-3-x-10-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=33&t_s=Oregano%2520Pizza%2520Seasoning%2520-%2520Italian%2520Herbs%2520Blend%2520%2520Adds%2520Flavour%2520for%2520Snacks
CatchChatpata Chat Masala Powder4.12273 Ratings100 g - Carton,4.1,₹65,₹48.75,https://bigbasket.in/pd/30006826/catch-chatpata-chat-masala-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=34&t_s=Chatpata%2520Chat%2520Masala%2520Powder
"ZoffChicken Masala - High Quality Spice Blend, Authentic Flavours4.154 Ratings100 g - Pouch",4.1,₹105,₹48.3,https://bigbasket.in/pd/40232260/zoff-chicken-masala-high-quality-spice-blend-authentic-flavours-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=35&t_s=Chicken%2520Masala%2520-%2520High%2520Quality%2520Spice%2520Blend%252C%2520Authentic%2520Flavours
"ZoffChaat Masala - High Quality Spice Blend, Authentic Flavours3.865 Ratings100 g - Pouch",3.8,₹105,₹48.3,https://bigbasket.in/pd/40232259/zoff-chaat-masala-high-quality-spice-blend-authentic-flavours-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=36&t_s=Chaat%2520Masala%2520-%2520High%2520Quality%2520Spice%2520Blend%252C%2520Authentic%2520Flavours
ZoffFish Curry Masala - High Flavour Spice Blend4.316 Ratings50 g - Pouch,4.3,NA,₹50,https://bigbasket.in/pd/40232268/zoff-fish-curry-masala-high-flavour-spice-blend-50-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=37&t_s=Fish%2520Curry%2520Masala%2520-%2520High%2520Flavour%2520Spice%2520Blend
"ZoffChole Masala - High Quality Spice Blend, Authentic Flavours3.852 Ratings100 g - Pouch",3.8,₹105,₹48.3,https://bigbasket.in/pd/40232262/zoff-chole-masala-high-quality-spice-blend-authentic-flavours-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=38&t_s=Chole%2520Masala%2520-%2520High%2520Quality%2520Spice%2520Blend%252C%2520Authentic%2520Flavours
"ZoffMeat Masala - High Flavour Spice Blend, For Gravies3.844 Ratings100 g - Pouch",3.8,₹105,₹48.3,https://bigbasket.in/pd/40232274/zoff-meat-masala-high-flavour-spice-blend-for-gravies-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=39&t_s=Meat%2520Masala%2520-%2520High%2520Flavour%2520Spice%2520Blend%252C%2520For%2520Gravies
"HARIMAAll Purpose Seasoning - Mixed Herbs & Spices, Enhances Flavour55 g - Bottle",NA,₹108,NA,https://bigbasket.in/pd/40275852/harima-all-purpose-seasoning-mixed-herbs-spices-enhances-flavour-55-g-bottle/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=40&t_s=All%2520Purpose%2520Seasoning%2520-%2520Mixed%2520Herbs%2520%2526%2520Spices%252C%2520Enhances%2520Flavour
Tata SampannGaram Masala Powder with Natural Oils Rich Aroma & Flavour4.15265 Ratings100 g,4.1,₹85,₹68.85,https://bigbasket.in/pd/40070774/tata-sampann-garam-masala-with-natural-oils-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=17&t_s=Garam%2520Masala%2520Powder%2520with%2520Natural%2520Oils%2520Rich%2520Aroma%2520%2526%2520Flavour
bb PopularFenugreek/Methi44099 Ratings1 kg,4,₹620,₹120,https://bigbasket.in/pd/40085022/bb-popular-fenugreekmethi-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Fenugreek%252FMethi
bb PopularCumin/Jeera/Jeerige - Whole4.12238 Ratings500 g,4.1,₹440,₹180,https://bigbasket.in/pd/40067274/bb-popular-cuminjeera-whole-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Cumin%252FJeera%252FJeerige+-+Whole
EverestPowder - White Pepper4.4296 Ratings100 g - Carton,4.4,NA,₹226,https://bigbasket.in/pd/268944/everest-powder-white-pepper-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Powder+-+White+Pepper
Ching's SecretSecret Chowmein Hakka Noodles Masala4.13907 Ratings3 x 20 g - Multipack,4.1,NA,₹30,https://bigbasket.in/pd/1230560/chings-secret-secret-chowmein-hakka-noodles-masala-3-x-20-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=Secret+Chowmein+Hakka+Noodles+Masala
ZoffFenugreek Seeds4.1233 Ratings100 g,4.1,₹26,₹14.04,https://bigbasket.in/pd/40279846/zoff-fenugreek-seeds-rich-in-vitamins-lowers-cholesterol-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=5&t_s=Fenugreek+Seeds
AashirvaadKashmiri Mirch Powder4.11745 Ratings100 g,4.1,₹140,₹119,https://bigbasket.in/pd/40200517/aashirvaad-kashmiri-mirch-powder-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Kashmiri+Mirch+Powder
bb RoyalPaneer Masala4.1193 Ratings100 g,4.1,₹80,₹50,https://bigbasket.in/pd/40077193/bb-royal-garam-masala-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Paneer+Masala
bb PopularFennel/Saunf/Sompu - Small100 g,NA,₹143,₹29,https://bigbasket.in/pd/40133694/bb-popular-fennelsaunf-small-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=8&t_s=Fennel%252FSaunf%252FSompu+-+Small
bb RoyalMagic Masala - Adds Flavour & Aroma3.511 Ratings100 g,3.5,₹80,₹40,https://bigbasket.in/pd/40293876/bb-royal-magic-masala-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=9&t_s=Magic+Masala+-+Adds+Flavour+%2526+Aroma
EasternTamarind/Hunisehannu3.91465 Ratings200 g,3.9,NA,₹63,https://bigbasket.in/pd/40128150/eastern-tamarind-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=10&t_s=Tamarind%252FHunisehannu
CatchJeera Powder4.17638 Ratings2x100 g - Multipack,4.1,₹180,₹144,https://bigbasket.in/pd/1212738/catch-jeera-powder-2x100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=18&t_s=Jeera%2520Powder
AachiMasala - Garam4.21927 Ratings50 g - Pouch,4.2,₹34,₹30.6,https://bigbasket.in/pd/100285644/aachi-masala-garam-50-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=11&t_s=Masala+-+Garam
ZoffIndian Bay Leaf4.282 Ratings50 g,4.2,₹30,₹15.9,https://bigbasket.in/pd/40279850/zoff-indian-bay-leaf-rich-in-vitamins-boosts-immunity-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=12&t_s=Indian+Bay+Leaf
bb RoyalJeera - Powder4.11019 Ratings200 g,4.1,₹240,₹140,https://bigbasket.in/pd/40056489/bb-royal-jeera-powder-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=Jeera+-+Powder
MdhGaram Masala4.14231 Ratings100 g - Carton,4.1,NA,₹92,https://bigbasket.in/pd/100004473/mdh-masala-garam-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=14&t_s=Garam+Masala
bb RoyalTamarind/Imli - Deseeded1 kg,NA,₹1005,₹327,https://bigbasket.in/pd/20000486/bb-royal-deseeded-tamarindimli-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=15&t_s=Tamarind%252FImli+-+Deseeded
bb PopularAjwain - Whole42408 Ratings200 g,4,₹278,₹72,https://bigbasket.in/pd/40084966/bb-popular-ajwain-whole-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=16&t_s=Ajwain+-+Whole
"StoriesChicken Masala Mix - Aromatic Spices Blend, For Dry/Gravy Dishes,  No Artificial Ingredients Or Flavours4.76 Ratings50 g",4.7,NA,₹44,https://bigbasket.in/pd/40251965/stories-chicken-masala-mix-aromatic-spices-blend-for-drygravy-dishes-no-artificial-ingredients-or-flavours-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=17&t_s=Chicken+Masala+Mix+-+Aromatic+Spices+Blend%252C+For+Dry%252FGravy+Dishes%252C++No+Artificial+Ingredients+Or+Flavours
"StoriesMeat Masala Mix - Aromatic Spices Blend, For Gravy/Dry Dishes, No Artificial Flavours54 Ratings50 g",5,NA,₹59,https://bigbasket.in/pd/40251971/stories-meat-masala-mix-aromatic-spices-blend-for-gravydry-dishes-no-artificial-flavours-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=18&t_s=Meat+Masala+Mix+-+Aromatic+Spices+Blend%252C+For+Gravy%252FDry+Dishes%252C+No+Artificial+Flavours
"Gramas SpicesFish Masala - With Unique Blend Of Spices, Flavourful4.52 Ratings100 g",4.5,NA,₹80,https://bigbasket.in/pd/40228517/gramas-spices-fish-masala-with-unique-blend-of-spices-flavourful-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=19&t_s=Fish+Masala+-+With+Unique+Blend+Of+Spices%252C+Flavourful
"ParrotAchar Masala - Mango, 100% Natural, Delicious & Tasty Flavour55 Ratings100 g",5,NA,₹31,https://bigbasket.in/pd/40274825/parrot-achar-masala-mango-100-natural-delicious-tasty-flavour-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=20&t_s=Achar+Masala+-+Mango%252C+100%2525+Natural%252C+Delicious+%2526+Tasty+Flavour
CatchChat Masala Powder Sprinkler4.22914 Ratings100 g - Can,4.2,NA,₹90,https://bigbasket.in/pd/266585/catch-sprinklers-chat-masala-100-g-can/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=19&t_s=Chat%2520Masala%2520Powder%2520Sprinkler
Raja RamAchar Masala - Adds Flavour4.428 Ratings200 g,4.4,NA,₹110,https://bigbasket.in/pd/40275740/raja-ram-achar-masala-svadisht-without-salt-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=21&t_s=Achar+Masala+-+Adds+Flavour
"Mai RasoiPizza Seasoning - Herbs & Spice Blend, Adds Flavour3.54 Ratings50 g",3.5,₹60,₹48,https://bigbasket.in/pd/40273699/mai-rasoi-pizza-seasoning-herbs-spice-blend-adds-flavour-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=22&t_s=Pizza+Seasoning+-+Herbs+%2526+Spice+Blend%252C+Adds+Flavour
"Herbs HiItalian Seasoning - Culinary Herbs, Distinctive Flavours, Hint Of Spice11 Rating35 g",NA,NA,₹115,https://bigbasket.in/pd/40285989/herbshi-italian-seasoning-culinary-herbs-distinctive-flavours-hint-of-spice-35-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=23&t_s=Italian+Seasoning+-+Culinary+Herbs%252C+Distinctive+Flavours%252C+Hint+Of+Spice
"HARIMAItalian Seasoning - Mixed Herbs & Spices, Enhances Flavour, For Pasta, Salads, Pizza35 g - Bottle",NA,NA,₹130,https://bigbasket.in/pd/40275849/harima-italian-seasoning-mixed-herbs-spices-enhances-flavour-for-pasta-salads-pizza-35-g-bottle/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=24&t_s=Italian+Seasoning+-+Mixed+Herbs+%2526+Spices%252C+Enhances+Flavour%252C+For+Pasta%252C+Salads%252C+Pizza
"HARIMAPizza Seasoning - Mixed Herbs & Spices, Enhances Flavour, For Pasta, Fries, Salads40 g - Bottle",NA,NA,₹122,https://bigbasket.in/pd/40275850/harima-pizza-seasoning-mixed-herbs-spices-enhances-flavour-for-pasta-fries-salads-40-g-bottle/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=25&t_s=Pizza+Seasoning+-+Mixed+Herbs+%2526+Spices%252C+Enhances+Flavour%252C+For+Pasta%252C+Fries%252C+Salads
bb RoyalOrganic - Coriander Powder44203 Ratings2x200 g - (Multipack),4,₹120,₹84,https://bigbasket.in/pd/1205383/bb-royal-organic-coriander-powder-2x200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=26&t_s=Organic+-+Coriander+Powder
bb RoyalCoriander Powder42762 Ratings500 g,4,₹213,₹92,https://bigbasket.in/pd/40077189/bb-royal-corianderdhania-powder-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=27&t_s=Coriander+Powder
CatchRaita Masala - Enhances Flavour4.2426 Ratings100 g - Carton,4.2,₹90,₹76.5,https://bigbasket.in/pd/30006830/catch-raita-masala-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=28&t_s=Raita+Masala+-+Enhances+Flavour
"Tata SampannSambar Masala - Authentic Taste Of South India, Aromatic & Flavourful Blend432 Ratings100 g",4,NA,₹85,https://bigbasket.in/pd/40288886/tata-sampann-sambhar-masala-aromatic-flavourful-blend-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=29&t_s=Sambar+Masala+-+Authentic+Taste+Of+South+India%252C+Aromatic+%2526+Flavourful+Blend
CatchSambhar Masala4.11206 Ratings100 g - Carton,4.1,₹70,₹52.5,https://bigbasket.in/pd/100099595/catch-sambhar-masala-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=30&t_s=Sambhar+Masala
MTRHing Powder4.13255 Ratings50 g,4.1,₹90,₹75,https://bigbasket.in/pd/40098291/mtr-powder-hing-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=20&t_s=Hing%2520Powder
HomefillsChowmin Masala - Enhances Flavour52 Ratings50 g,5,NA,₹56,https://bigbasket.in/pd/40248874/homefills-chowmin-masala-enhances-flavour-50-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=31&t_s=Chowmin+Masala+-+Enhances+Flavour
"NaturesmithWasabi Powder Seasoning - Hot, Spicy & Flavourful21 Rating40 g - (Get 20 g Extra)",NA,NA,₹149,https://bigbasket.in/pd/40252346/naturesmith-wasabi-powder-seasoning-hot-spicy-flavourful-40-g-jar/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=32&t_s=Wasabi+Powder+Seasoning+-+Hot%252C+Spicy+%2526+Flavourful
SNAPINOregano Pizza Seasoning - Italian Herbs Blend  Adds Flavour for Snacks4.32709 Ratings3 x 10 g - Multipack,4.3,NA,₹30,https://bigbasket.in/pd/1231429/snapin-oregano-pizza-seasoning-italian-herbs-blend-adds-flavour-for-snacks-3-x-10-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=33&t_s=Oregano+Pizza+Seasoning+-+Italian+Herbs+Blend++Adds+Flavour+for+Snacks
CatchChatpata Chat Masala Powder4.12273 Ratings100 g - Carton,4.1,₹65,₹48.75,https://bigbasket.in/pd/30006826/catch-chatpata-chat-masala-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=34&t_s=Chatpata+Chat+Masala+Powder
"ZoffChicken Masala - High Quality Spice Blend, Authentic Flavours4.154 Ratings100 g - Pouch",4.1,₹105,₹48.3,https://bigbasket.in/pd/40232260/zoff-chicken-masala-high-quality-spice-blend-authentic-flavours-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=35&t_s=Chicken+Masala+-+High+Quality+Spice+Blend%252C+Authentic+Flavours
"ZoffChaat Masala - High Quality Spice Blend, Authentic Flavours3.865 Ratings100 g - Pouch",3.8,₹105,₹48.3,https://bigbasket.in/pd/40232259/zoff-chaat-masala-high-quality-spice-blend-authentic-flavours-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=36&t_s=Chaat+Masala+-+High+Quality+Spice+Blend%252C+Authentic+Flavours
ZoffFish Curry Masala - High Flavour Spice Blend4.316 Ratings50 g - Pouch,4.3,NA,₹50,https://bigbasket.in/pd/40232268/zoff-fish-curry-masala-high-flavour-spice-blend-50-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=37&t_s=Fish+Curry+Masala+-+High+Flavour+Spice+Blend
"ZoffChole Masala - High Quality Spice Blend, Authentic Flavours3.852 Ratings100 g - Pouch",3.8,₹105,₹48.3,https://bigbasket.in/pd/40232262/zoff-chole-masala-high-quality-spice-blend-authentic-flavours-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=38&t_s=Chole+Masala+-+High+Quality+Spice+Blend%252C+Authentic+Flavours
"ZoffMeat Masala - High Flavour Spice Blend, For Gravies3.844 Ratings100 g - Pouch",3.8,₹105,₹48.3,https://bigbasket.in/pd/40232274/zoff-meat-masala-high-flavour-spice-blend-for-gravies-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=39&t_s=Meat+Masala+-+High+Flavour+Spice+Blend%252C+For+Gravies
"HARIMAAll Purpose Seasoning - Mixed Herbs & Spices, Enhances Flavour55 g - Bottle",NA,₹108,NA,https://bigbasket.in/pd/40275852/harima-all-purpose-seasoning-mixed-herbs-spices-enhances-flavour-55-g-bottle/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=40&t_s=All+Purpose+Seasoning+-+Mixed+Herbs+%2526+Spices%252C+Enhances+Flavour
EasternKasuri Methi4.21540 Ratings25 g,4.2,NA,₹25,https://bigbasket.in/pd/40128144/eastern-kasuri-methi-25-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Kasuri+Methi
bb PopularMustard/Sasive/Rai - Big45556 Ratings200 g,4,₹116,₹32,https://bigbasket.in/pd/40085057/bb-popular-mustardrai-big-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=21&t_s=Mustard%252FSasive%252FRai%2520-%2520Big
"DayplusAchari Masala -  Aromatic Spice Blend, Enhances Flavour, High Quality52 Ratings100 g - Polypack",5,NA,NA,https://bigbasket.in/pd/40260120/dayplus-achari-masala-aromatic-spice-blend-enhances-flavour-high-quality-100-g-polymer/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Achari%2520Masala%2520-%2520%2520Aromatic%2520Spice%2520Blend%252C%2520Enhances%2520Flavour%252C%2520High%2520Quality
"TASTYGRAMTandoori Barbeque Masala - Smoky Spice Mix For Grilled Meat & Vegetables, Aroma Locked, Intense Flavour & Taste4.911 Ratings100 g - Box",4.9,₹90,₹82.8,https://bigbasket.in/pd/40247306/tastygram-tandoori-barbeque-masala-smoky-spice-mix-for-grilled-meat-vegetables-aroma-locked-intense-flavour-taste-100-g-box/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Tandoori%2520Barbeque%2520Masala%2520-%2520Smoky%2520Spice%2520Mix%2520For%2520Grilled%2520Meat%2520%2526%2520Vegetables%252C%2520Aroma%2520Locked%252C%2520Intense%2520Flavour%2520%2526%2520Taste
G W Khamkar MasaleSpecial Kala/Goda Masala - No Added Preservatives Or Spice Extracts53 Ratings250 g,5,NA,₹220,https://bigbasket.in/pd/40272561/g-w-khamkar-masale-special-kalagoda-masala-no-added-preservatives-or-spice-extracts-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Special%2520Kala%252FGoda%2520Masala%2520-%2520No%2520Added%2520Preservatives%2520Or%2520Spice%2520Extracts
"1TO3Mutton Masala - Natural Authentic Spices, Rich & Yummy Flavour51 Rating18 g",5,NA,NA,https://bigbasket.in/pd/40260461/1to3-mutton-masala-natural-authentic-spices-rich-yummy-flavour-18-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=Mutton%2520Masala%2520-%2520Natural%2520Authentic%2520Spices%252C%2520Rich%2520%2526%2520Yummy%2520Flavour
"1TO3Noodles Masala - Natural Authentic Spices, Rich & Yummy Flavour51 Rating25 g",5,NA,NA,https://bigbasket.in/pd/40260469/1to3-noodles-masala-natural-authentic-spices-rich-yummy-flavour-25-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=5&t_s=Noodles%2520Masala%2520-%2520Natural%2520Authentic%2520Spices%252C%2520Rich%2520%2526%2520Yummy%2520Flavour
"1TO3Chicken Kabab Masala - Natural Authentic Spices, Rich & Yummy Flavour51 Rating20 g",5,NA,NA,https://bigbasket.in/pd/40260465/1to3-chicken-kabab-masala-natural-authentic-spices-rich-yummy-flavour-20-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Chicken%2520Kabab%2520Masala%2520-%2520Natural%2520Authentic%2520Spices%252C%2520Rich%2520%2526%2520Yummy%2520Flavour
"TASTYGRAMShahi Paneer Masala - Blend Of Spices, Aroma Locked, Intense Flavour & Taste59 Ratings100 g - Box",5,₹75,NA,https://bigbasket.in/pd/40247304/tastygram-shahi-paneer-masala-blend-of-spices-aroma-locked-intense-flavour-taste-100-g-box/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Shahi%2520Paneer%2520Masala%2520-%2520Blend%2520Of%2520Spices%252C%2520Aroma%2520Locked%252C%2520Intense%2520Flavour%2520%2526%2520Taste
G W Khamkar MasaleKhamkar A1 Masala32 Ratings185 g - Pouch,3,NA,₹255,https://bigbasket.in/pd/40301263/g-w-khamkar-masale-khamkar-a1-masala-185-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=8&t_s=Khamkar%2520A1%2520Masala
"DayplusGaram Masala Powder -  Aromatic Spice, Adds Flavour, High Quality51 Rating100 g - Carton",5,NA,₹80,https://bigbasket.in/pd/40260128/dayplus-garam-masala-powder-aromatic-spice-adds-flavour-high-quality-100-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=9&t_s=Garam%2520Masala%2520Powder%2520-%2520%2520Aromatic%2520Spice%252C%2520Adds%2520Flavour%252C%2520High%2520Quality
