Title,Ratings,Original_Price,Discounted_Price,Link
HeritageStandardised Milk Gold500 ml - Pouch,NA,NA,NA,https://bigbasket.in/pd/40149827/heritage-standardised-milk-gold-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=16&t_s=Standardised+Milk+Gold
ArokyaFull Cream Milk500 ml - Pouch,NA,NA,₹36,https://bigbasket.in/pd/40148684/arokya-full-cream-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=17&t_s=Full+Cream+Milk
HeritageDouble Toned Milk500 ml - Pouch,NA,NA,NA,https://bigbasket.in/pd/40147600/heritage-double-toned-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=18&t_s=Double+Toned+Milk
ArokyaToned Milk500 ml,NA,NA,₹27,https://bigbasket.in/pd/40148686/arokya-toned-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=19&t_s=Toned+Milk
AmulShakti Milk500 ml,NA,NA,₹29,https://bigbasket.in/pd/40154036/amul-shakti-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=20&t_s=Shakti+Milk
AkshayakalpaAmrutha A2 Farm Fresh Milk - Organic500 ml - Pouch,NA,NA,₹50,https://bigbasket.in/pd/40148717/akshayakalpa-amrutha-a2-farm-fresh-milk-organic-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=21&t_s=Amrutha+A2+Farm+Fresh+Milk+-+Organic
Mother DairyLive Lite - Low Fat Milk500 ml - Pouch,NA,NA,₹24,https://bigbasket.in/pd/40160623/mother-dairy-live-lite-low-fat-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=22&t_s=Live+Lite+-+Low+Fat+Milk
So GoodPlant-Based Soy Beverage - Original3.9289 Ratings2x1 L - Multipack,3.9,₹290,₹272.6,https://bigbasket.in/pd/1209247/so-good-drink-original-2x1-l/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=35&t_s=Plant-Based+Soy+Beverage+-+Original
WaranaFull Cream Milk500 ml - Pouch,NA,NA,₹36,https://bigbasket.in/pd/40159145/warana-full-cream-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=23&t_s=Full+Cream+Milk
SangamPremium Pasteurised Standardised Milk500 ml,NA,NA,₹31,https://bigbasket.in/pd/40199930/sangam-premium-pasteurised-standardised-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=24&t_s=Premium+Pasteurised+Standardised+Milk
SangamGold Plus Pasteurised Full Cream Milk500 ml,NA,NA,₹36,https://bigbasket.in/pd/40199931/sangam-gold-plus-pasteurised-full-cream-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=25&t_s=Gold+Plus+Pasteurised+Full+Cream+Milk
Mother DairyPremium Milk500 ml - Pouch,NA,NA,₹38,https://bigbasket.in/pd/40147031/mother-dairy-premium-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=26&t_s=Premium+Milk
VijayaToned Milk500 ml - Pouch,NA,NA,₹29,https://bigbasket.in/pd/40147606/vijaya-toned-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=27&t_s=Toned+Milk
fresho!Apple - Milk shake1 Pc,NA,NA,₹56.16,https://bigbasket.in/pd/40262420/fresho-apple-juice-cold-pressed-rich-in-antioxidants-boosts-overall-health-200-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=28&t_s=Apple+-+Milk+shake
fresho!Avocado Milk shake1 Pc,NA,NA,₹60,https://bigbasket.in/pd/40262421/fresho-avocado-juice-cold-pressed-buttery-flavour-special-aroma-200-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=29&t_s=Avocado+Milk+shake
fresho!Banana - Milk Shake1 Pc,NA,NA,₹30,https://bigbasket.in/pd/40262412/fresho-banana-juice-cold-pressed-boosts-immunity-improves-energy-level-200-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=30&t_s=Banana+-+Milk+Shake
Godrej JerseyHomogenised Fresh Toned Milk500 ml - Pouch,NA,₹31,₹30,https://bigbasket.in/pd/40185392/godrej-jersey-homogenised-fresh-toned-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=31&t_s=Homogenised+Fresh+Toned+Milk
NandiniSpecial Toned Milk550 ml - Pouch,NA,NA,₹27,https://bigbasket.in/pd/40212327/nandini-special-toned-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=32&t_s=Special+Toned+Milk
AmulKool Cafe - Milk & Coffee4.21983 Ratings4x200 ml - Multipack,4.2,NA,₹140,https://bigbasket.in/pd/1209004/amul-kool-cafe-milk-coffee-4x200-ml-can/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=36&t_s=Kool+Cafe+-+Milk+%2526+Coffee
fresho!Papaya Milk Shake1 Pc,NA,NA,₹35,https://bigbasket.in/pd/40254860/fresho-papaya-milk-shake-made-with-fresh-ingredients-rich-in-vitamin-c-250-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=33&t_s=Papaya+Milk+Shake
fresho!Sapota Milk Shake1 Pc,NA,NA,₹35,https://bigbasket.in/pd/40254859/fresho-sapota-milk-shake-made-with-fresh-ingredients-boosts-immunity-250-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=34&t_s=Sapota+Milk+Shake
Truly DesiGir Cow A2 Milk500 ml,NA,NA,₹50,https://bigbasket.in/pd/40318680/truly-desi-gir-cow-a2-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=35&t_s=Gir+Cow+A2+Milk
HeritageMilk - Toned1 L - Pouch,NA,NA,₹53,https://bigbasket.in/pd/103110/heritage-milk-toned-1-l-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=36&t_s=Milk+-+Toned
"AkshayakalpaOrganic Cow Milk - Pasteurized & Homogenized, Pure & Natural44 Ratings1 L",4,NA,₹80,https://bigbasket.in/pd/40262037/akshayakalpa-organic-cow-milk-pasteurized-homogenized-pure-natural-1-l/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=37&t_s=Organic+Cow+Milk+-+Pasteurized+%2526+Homogenized%252C+Pure+%2526+Natural
Truly DesiBuffalo A2 Milk500 ml,NA,NA,₹45,https://bigbasket.in/pd/40318681/truly-desi-buffalo-a2-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=38&t_s=Buffalo+A2+Milk
fresho! OrganicCertified Organic Cow Milk500 ml - Carton,NA,NA,₹40,https://bigbasket.in/pd/40180961/fresho-organic-certified-organic-cow-milk-500-ml-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=39&t_s=Certified+Organic+Cow+Milk
fresho! Organic100% A2 Desi Cow milk500 ml - Pouch,NA,NA,₹45,https://bigbasket.in/pd/40222179/fresho-organic-100-a2-desi-cow-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=40&t_s=100%2525+A2+Desi+Cow+milk
Visakha MilkPasteurised Homogenised Toned Milk500 ml,NA,NA,₹27,https://bigbasket.in/pd/40228858/visakha-milk-pasteurised-homogenised-toned-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pasteurised+Homogenised+Toned+Milk
ChitaleFull Cream Milk500 ml - Pouch,NA,NA,₹36,https://bigbasket.in/pd/40141616/chitale-full-cream-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Full+Cream+Milk
BoostMilkshake Nutrients For Energy - Stamina3.99 Ratings180 ml,3.9,₹40,₹35,https://bigbasket.in/pd/40324853/boost-milkshake-nutrients-for-energy-stamina-180-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=37&t_s=Milkshake+Nutrients+For+Energy+-+Stamina
ChitaleCow Milk500 ml - Pouch,NA,NA,₹28,https://bigbasket.in/pd/40141615/chitale-cow-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Cow+Milk
ProvilacA2 Milk500 ml - Pouch,NA,NA,₹45,https://bigbasket.in/pd/40328610/provilac-a2-milk-value-pack-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=A2+Milk
Mother DairyPure Buffalo Milk500 ml,NA,NA,₹37,https://bigbasket.in/pd/40324503/mother-dairy-pure-buffalo-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=5&t_s=Pure+Buffalo+Milk
fresho!Strawberry - Milk Shake200 ml,NA,NA,₹32,https://bigbasket.in/pd/40262415/fresho-strawberry-cold-pressed-rich-in-vitamin-c-immunity-booster-200-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Strawberry+-+Milk+Shake
Hershey'sKisses Chocolate Brownie Flavour Milkshake11 Rating180 ml,NA,NA,₹65,https://bigbasket.in/pd/40328739/hersheys-kisses-chocolate-brownie-flavour-milkshake-180-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Kisses+Chocolate+Brownie+Flavour+Milkshake
ArokyaStandardised Milk500 ml,NA,NA,₹31,https://bigbasket.in/pd/40148685/arokya-standardised-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=8&t_s=Standardised+Milk
AmulBuffalo Milk500 ml - Pouch,NA,NA,₹37,https://bigbasket.in/pd/40167828/amul-buffalo-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=9&t_s=Buffalo+Milk
MILMAToned Milk -  Homogenised & Pasteursied500 ml,NA,NA,₹28,https://bigbasket.in/pd/40219312/milma-toned-milk-homogenised-pasteursied-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=10&t_s=Toned+Milk+-++Homogenised+%2526+Pasteursied
AkshayakalpaOrganic Cow Milk500 ml - Pouch,NA,NA,₹43,https://bigbasket.in/pd/40148714/akshayakalpa-organic-cow-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=11&t_s=Organic+Cow+Milk
AmulCow Milk500 ml - Pouch,NA,NA,₹28,https://bigbasket.in/pd/40141614/amul-amul-cow-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=12&t_s=Cow+Milk
D'lectaMilke Condensed Partly Skimmed Milk3.9174 Ratings50 Pcs - Carton,3.9,NA,₹230,https://bigbasket.in/pd/30004441/dlecta-milke-milk-cups-50-pcs-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=38&t_s=Milke+Condensed+Partly+Skimmed+Milk
"Sids FarmA2 Buffalo Milk - 100% Natural, No Preservatives & Antibiotics500 ml",NA,₹60,₹48,https://bigbasket.in/pd/40163721/sids-farm-natural-buffalo-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=A2+Buffalo+Milk+-+100%2525+Natural%252C+No+Preservatives+%2526+Antibiotics
Namaste IndiaPasteurised Full Cream Milk500 ml,NA,NA,₹35,https://bigbasket.in/pd/40323008/namaste-india-pasteurised-full-cream-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=14&t_s=Pasteurised+Full+Cream+Milk
NandiniHomogenised Cow Pure550 ml - Pouch,NA,NA,₹26,https://bigbasket.in/pd/40149831/nandini-homogenised-cow-pure-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=15&t_s=Homogenised+Cow+Pure
AavinDelite Cow Milk500 ml - Pouch,NA,NA,₹22,https://bigbasket.in/pd/40307439/aavin-pasteurised-cow-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=16&t_s=Delite+Cow+Milk
Visakha MilkPasteurised Homogenised Toned Milk500 ml,NA,NA,₹27,https://bigbasket.in/pd/40228858/visakha-milk-pasteurised-homogenised-toned-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pasteurised+Homogenised+Toned+Milk
ChitaleFull Cream Milk500 ml - Pouch,NA,NA,₹36,https://bigbasket.in/pd/40141616/chitale-full-cream-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Full+Cream+Milk
ChitaleCow Milk500 ml - Pouch,NA,NA,₹28,https://bigbasket.in/pd/40141615/chitale-cow-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Cow+Milk
ProvilacA2 Milk500 ml - Pouch,NA,NA,₹45,https://bigbasket.in/pd/40328610/provilac-a2-milk-value-pack-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=A2+Milk
Mother DairyPure Buffalo Milk500 ml,NA,NA,₹37,https://bigbasket.in/pd/40324503/mother-dairy-pure-buffalo-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=5&t_s=Pure+Buffalo+Milk
fresho!Strawberry - Milk Shake200 ml,NA,NA,₹32,https://bigbasket.in/pd/40262415/fresho-strawberry-cold-pressed-rich-in-vitamin-c-immunity-booster-200-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Strawberry+-+Milk+Shake
GowardhanTopp Up - Butter Scoth3.510 Ratings200 ml,3.5,NA,₹30,https://bigbasket.in/pd/40076796/gowardhan-topp-up-butter-scoth-200-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=39&t_s=Topp+Up+-+Butter+Scoth
Hershey'sKisses Chocolate Brownie Flavour Milkshake11 Rating180 ml,NA,NA,₹65,https://bigbasket.in/pd/40328739/hersheys-kisses-chocolate-brownie-flavour-milkshake-180-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=7&t_s=Kisses+Chocolate+Brownie+Flavour+Milkshake
ArokyaStandardised Milk500 ml,NA,NA,₹31,https://bigbasket.in/pd/40148685/arokya-standardised-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=8&t_s=Standardised+Milk
AmulBuffalo Milk500 ml - Pouch,NA,NA,₹37,https://bigbasket.in/pd/40167828/amul-buffalo-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=9&t_s=Buffalo+Milk
MILMAToned Milk -  Homogenised & Pasteursied500 ml,NA,NA,₹28,https://bigbasket.in/pd/40219312/milma-toned-milk-homogenised-pasteursied-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=10&t_s=Toned+Milk+-++Homogenised+%2526+Pasteursied
AkshayakalpaOrganic Cow Milk500 ml - Pouch,NA,NA,₹43,https://bigbasket.in/pd/40148714/akshayakalpa-organic-cow-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=11&t_s=Organic+Cow+Milk
AmulCow Milk500 ml - Pouch,NA,NA,₹28,https://bigbasket.in/pd/40141614/amul-amul-cow-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=12&t_s=Cow+Milk
"Sids FarmA2 Buffalo Milk - 100% Natural, No Preservatives & Antibiotics500 ml",NA,₹60,₹48,https://bigbasket.in/pd/40163721/sids-farm-natural-buffalo-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=A2+Buffalo+Milk+-+100%2525+Natural%252C+No+Preservatives+%2526+Antibiotics
Namaste IndiaPasteurised Full Cream Milk500 ml,NA,NA,₹35,https://bigbasket.in/pd/40323008/namaste-india-pasteurised-full-cream-milk-500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=14&t_s=Pasteurised+Full+Cream+Milk
NandiniHomogenised Cow Pure550 ml - Pouch,NA,NA,₹26,https://bigbasket.in/pd/40149831/nandini-homogenised-cow-pure-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=15&t_s=Homogenised+Cow+Pure
AavinDelite Cow Milk500 ml - Pouch,NA,NA,₹22,https://bigbasket.in/pd/40307439/aavin-pasteurised-cow-milk-500-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=16&t_s=Delite+Cow+Milk
"Milky MistMilkshake - Strawberry, Rich In Flavour & Taste4.295 Ratings220 ml",4.2,NA,₹35,https://bigbasket.in/pd/40197043/milky-mist-milk-shake-strawberry-180-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=40&t_s=Milkshake+-+Strawberry%252C+Rich+In+Flavour+%2526+Taste
fresho!Butter - Unsalted3.9156 Ratings100 g,3.9,NA,₹69,https://bigbasket.in/pd/40259660/fresho-unsalted-butter-pasteurised-100-g/?nc=extended_list&t_pos_sec=2&t_pos_item=1&t_s=Butter+-+Unsalted
AmulButter - Pasteurized4.1112226 Ratings2x500 g - Multipack,4.1,NA,₹550,https://bigbasket.in/pd/1202759/amul-butter-pasteurized-2x500-g/?nc=extended_list&t_pos_sec=2&t_pos_item=2&t_s=Butter+-+Pasteurized
fresho!Premium Butter - Pasteurised4.22040 Ratings500 g - Mono Carton,4.2,NA,₹330,https://bigbasket.in/pd/40224137/fresho-fresho-butter-pasteurised-500-g-monocarton/?nc=extended_list&t_pos_sec=2&t_pos_item=3&t_s=Premium+Butter+-+Pasteurised
NandiniCooking Butter - Unsalted4.13167 Ratings2x500 g - Multipack,4.1,NA,₹510,https://bigbasket.in/pd/1213687/nandini-cooking-butter-unsalted-2x500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=4&t_s=Cooking+Butter+-+Unsalted
Milky MistCooking Butter - Unsalted41146 Ratings2x500 g - Multipack,4,₹640,₹544,https://bigbasket.in/pd/1213684/milky-mist-cooking-butter-unsalted-2x500-g-pouch/?nc=extended_list&t_pos_sec=2&t_pos_item=5&t_s=Cooking+Butter+-+Unsalted
AmulButter - Unsalted4.16186 Ratings500 g - Carton,4.1,NA,₹295,https://bigbasket.in/pd/40006899/amul-cooking-butter-unsalted-500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=6&t_s=Butter+-+Unsalted
"AkshayakalpaCooking Butter - Unsalted, Organic, Tub3.4155 Ratings3x200 g - Multipack",3.4,₹690,₹659.99,https://bigbasket.in/pd/1213679/akshayakalpa-cooking-butter-unsalted-organic-tub-3x200-g/?nc=extended_list&t_pos_sec=2&t_pos_item=7&t_s=Cooking+Butter+-+Unsalted%252C+Organic%252C+Tub
AmulPasteurised Butter Chiplets4.32757 Ratings50 pcs - Carton,4.3,NA,₹605,https://bigbasket.in/pd/40005028/amul-butter-chiplets-pasteurised-fresh-healthy-pure-50-pcs-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=8&t_s=Pasteurised+Butter+Chiplets
Mother DairyPasteurized Table Butter4.16411 Ratings100 g - Carton,4.1,₹60,₹57,https://bigbasket.in/pd/30007663/mother-dairy-butter-100-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=9&t_s=Pasteurized+Table+Butter
AmulLite Milk Fat Bread Spread4.24513 Ratings500 g - Carton,4.2,NA,₹222,https://bigbasket.in/pd/257195/amul-lite-milk-fat-spread-500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=10&t_s=Lite+Milk+Fat+Bread+Spread
HeritageToned Milk - Special411526 Ratings3x500 ml - Multipack,4,₹90,₹87,https://bigbasket.in/pd/1206543/heritage-toned-milk-special-3x500-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=Toned+Milk+-+Special
"CavinsKaju Butterscotch Milkshake - With Zinc, Vitamin A & D Added, Supports Immunity4.21237 Ratings2x1 L - Multipack",4.2,₹320,₹288,https://bigbasket.in/pd/1208955/cavins-milkshake-kaju-butterscotch-2x1-l/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Kaju+Butterscotch+Milkshake+-+With+Zinc%252C+Vitamin+A+%2526+D+Added%252C+Supports+Immunity
AkshayakalpaOrganic Table Butter - Salted3.192 Ratings200 g,3.1,₹240,₹229.99,https://bigbasket.in/pd/40135123/akshayakalpa-table-butter-salted-organic-tub-200-g-tub/?nc=extended_list&t_pos_sec=2&t_pos_item=11&t_s=Organic+Table+Butter+-+Salted
"Milky MistTable Butter - Salted, Pasteurised, Rich, Creamy4282 Ratings100 g",4,₹65,₹55.25,https://bigbasket.in/pd/40267423/milky-mist-table-butter-salted-pasteurised-rich-creamy-100-g/?nc=extended_list&t_pos_sec=2&t_pos_item=12&t_s=Table+Butter+-+Salted%252C+Pasteurised%252C+Rich%252C+Creamy
NandiniButter - Salted4.2573 Ratings2x500 g - Multipack,4.2,NA,₹510,https://bigbasket.in/pd/1213686/nandini-butter-salted-2x500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=13&t_s=Butter+-+Salted
HeritagePasteurized Cooking Butter4.1263 Ratings500 g - Carton,4.1,₹265,₹249,https://bigbasket.in/pd/225761/heritage-cooking-butter-500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=14&t_s=Pasteurized+Cooking+Butter
NutraliteDoodh Shakti Probiotic Butter Spread4.11128 Ratings500 g - Carton,4.1,₹260,₹221,https://bigbasket.in/pd/40207910/nutralite-doodhshakti-probiotic-butter-spread-salted-supports-gut-health-500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=15&t_s=Doodh+Shakti+Probiotic+Butter+Spread
AmulGarlic & Herbs Buttery Spread4.211889 Ratings100 g - Carton,4.2,NA,₹65,https://bigbasket.in/pd/40018687/amul-buttery-spread-garlic-herbs-100-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=16&t_s=Garlic+%2526+Herbs+Buttery+Spread
"Milky MistTable Butter Chiplet - Instant Nutritional Boost, Rich Creamy Texture4.4403 Ratings100 g - (10 Units x 10 g each)",4.4,₹78,₹72,https://bigbasket.in/pd/40218057/milky-mist-pasteurised-butter-chiplet-100-g/?nc=extended_list&t_pos_sec=2&t_pos_item=17&t_s=Table+Butter+Chiplet+-+Instant+Nutritional+Boost%252C+Rich+Creamy+Texture
"Dairy CraftButter - Unsalted, Naturally White4.3580 Ratings500 g",4.3,NA,₹312,https://bigbasket.in/pd/40120609/dairy-craft-butter-unsalted-naturally-white-500-g/?nc=extended_list&t_pos_sec=2&t_pos_item=18&t_s=Butter+-+Unsalted%252C+Naturally+White
MoozGarlic & Herbs Butter - Premium4.1348 Ratings125 g,4.1,NA,₹160,https://bigbasket.in/pd/40018582/murginns-garlic-herbs-butter-125-g/?nc=extended_list&t_pos_sec=2&t_pos_item=19&t_s=Garlic+%2526+Herbs+Butter+-+Premium
NutraliteHealthier & Delicious Fat Spread4258 Ratings500 g - Carton,4,₹260,₹234,https://bigbasket.in/pd/253343/nutralite-premium-table-spread-enriched-with-omega-3-500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=20&t_s=Healthier+%2526+Delicious+Fat+Spread
"Milky MistLassi - Blueberry, UHT, Drink Based On Fermented Milk, Rich Flavour462 Ratings200 ml",4,NA,₹30,https://bigbasket.in/pd/40262045/milky-mist-lassi-blueberry-hydrating-creamy-200-ml/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Lassi+-+Blueberry%252C+UHT%252C+Drink+Based+On+Fermented+Milk%252C+Rich+Flavour
AmulButter Chiplets53 Ratings320 g - (16 N x 20 g each),5,NA,₹210,https://bigbasket.in/pd/40328870/amul-butter-chiplets-320-g/?nc=extended_list&t_pos_sec=2&t_pos_item=21&t_s=Butter+Chiplets
"1NESSNutter Plant Based Herbs & Garlic Butter - Vegan, Dairy & Gluten Free53 Ratings200 g",5,NA,₹195,https://bigbasket.in/pd/40280571/1ness-nutter-plant-based-herbs-garlic-butter-vegan-dairy-gluten-free-200-g/?nc=extended_list&t_pos_sec=2&t_pos_item=22&t_s=Nutter+Plant+Based+Herbs+%2526+Garlic+Butter+-+Vegan%252C+Dairy+%2526+Gluten+Free
"MoozWhite Butter - Unsalted, Premium4.3429 Ratings150 g",4.3,NA,₹180,https://bigbasket.in/pd/40018584/murginns-unsalted-white-butter-150-g/?nc=extended_list&t_pos_sec=2&t_pos_item=23&t_s=White+Butter+-+Unsalted%252C+Premium
AmulChoco Buttery Spread4.1858 Ratings200 g - Tub,4.1,NA,₹115,https://bigbasket.in/pd/40106416/amul-spread-choco-butter-200-g-tub/?nc=extended_list&t_pos_sec=2&t_pos_item=24&t_s=Choco+Buttery+Spread
DinshawsButter4.562 Ratings100 g - Carton,4.5,NA,₹55,https://bigbasket.in/pd/40161142/dinshaws-butter-100-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=25&t_s=Butter
"Farm ConnectOrganic Table Butter - Extra Creamy, Natural Flavour, Rich In Calcium4.52 Ratings200 g",4.5,NA,₹209,https://bigbasket.in/pd/40275822/farm-connect-organic-table-butter-extra-creamy-natural-flavour-rich-in-calcium-200-g/?nc=extended_list&t_pos_sec=2&t_pos_item=26&t_s=Organic+Table+Butter+-+Extra+Creamy%252C+Natural+Flavour%252C+Rich+In+Calcium
iD fresho!Butter Stick - Twist & Spread3.441 Ratings50 g,3.4,NA,₹69,https://bigbasket.in/pd/40303676/id-fresho-butter-stick-50-g/?nc=extended_list&t_pos_sec=2&t_pos_item=27&t_s=Butter+Stick+-+Twist+%2526+Spread
BritanniaPasteurised Butter51 Rating500 g - Carton,5,NA,₹325,https://bigbasket.in/pd/270236/britannia-butter-500-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=28&t_s=Pasteurised+Butter
SHUDH GARHWALPasteurised White Butter - Unsalted4.333 Ratings1 kg - Carton,4.3,NA,₹550,https://bigbasket.in/pd/40205030/shudh-garhwal-white-butter-1-kg-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=29&t_s=Pasteurised+White+Butter+-+Unsalted
PRESIDENTPremium Butter - Unsalted4.3633 Ratings2x500 g - Multipack,4.3,NA,₹712,https://bigbasket.in/pd/1213693/president-premium-butter-unsalted-2x500-g/?nc=extended_list&t_pos_sec=2&t_pos_item=30&t_s=Premium+Butter+-+Unsalted
AmulKool Koko - Chocolate Milk4.3629 Ratings4x200 ml - Multipack,4.3,NA,₹140,https://bigbasket.in/pd/1206658/amul-kool-koko-chocolate-milk-4x200-ml-can/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Kool+Koko+-+Chocolate+Milk
NutraliteDoodhshakti Probiotic Butter Spread Salted Supports Gut Health4.3123 Ratings500 g - Tub,4.3,₹320,₹289.34,https://bigbasket.in/pd/40290833/nutralite-doodh-shakti-probiotic-butter-spread-supports-immunity-500-g/?nc=extended_list&t_pos_sec=2&t_pos_item=31&t_s=Doodhshakti+Probiotic+Butter+Spread+Salted+Supports+Gut+Health
AmulWhite Butter - Unsalted4.31211 Ratings100 g - Carton,4.3,₹47,₹44.18,https://bigbasket.in/pd/40170500/amul-safed-makkhan-100-g-carton/?nc=extended_list&t_pos_sec=2&t_pos_item=32&t_s=White+Butter+-+Unsalted
PRESIDENTPremium Butter - Salted4.3648 Ratings2x500 g - Multipack,4.3,NA,₹702,https://bigbasket.in/pd/1213692/president-premium-butter-salted-2x500-g/?nc=extended_list&t_pos_sec=2&t_pos_item=33&t_s=Premium+Butter+-+Salted
fresho! OrganicSalted Butter - No Added Preservatives & Chemicals4.2236 Ratings500 g,4.2,NA,₹550,https://bigbasket.in/pd/40196871/fresho-organic-not-for-sale-na-na/?nc=extended_list&t_pos_sec=2&t_pos_item=34&t_s=Salted+Butter+-+No+Added+Preservatives+%2526+Chemicals
"White CubPlant Based Margarine - Smooth, Creamy, White & Unsalted4.17 Ratings200 g",4.1,₹180,₹162,https://bigbasket.in/pd/40296799/white-cub-vegan-butter-unsalted-smooth-creamy-200-g/?nc=extended_list&t_pos_sec=2&t_pos_item=35&t_s=Plant+Based+Margarine+-+Smooth%252C+Creamy%252C+White+%2526+Unsalted
